episode,timesteps,reward,num_actions,actions_plus_1
1392,21908,25.49477,3,"[77, 64, 2]"
1393,21924,41.902881,4,"[77, 19, 78, 21]"
1394,21940,0.953019,4,"[5, 41, 55, 3]"
1395,21952,30.014223,3,"[77, 20, 72]"
1396,21964,25.107643,3,"[77, 19, 60]"
1397,21984,23.22439,5,"[77, 62, 8, 24, 11]"
1398,22004,43.337282,5,"[77, 17, 5, 78, 18]"
1399,22024,42.663868,5,"[77, 17, 8, 76, 4]"
1400,22040,19.036336,4,"[77, 1, 38, 1]"
1401,22052,25.612344,3,"[77, 59, 7]"
1402,22068,19.302238,4,"[78, 4, 30, 5]"
1403,22080,25.015068,3,"[77, 20, 59]"
1404,22096,42.232915,4,"[77, 19, 78, 8]"
1405,22116,41.926877,5,"[77, 20, 78, 12, 21]"
1406,22128,25.107115,3,"[78, 15, 63]"
1407,22140,25.612344,3,"[77, 59, 7]"
1408,22156,17.462757,4,"[77, 6, 43, 4]"
1409,22180,27.669104,6,"[77, 2, 2, 20, 64, 4]"
1410,22192,25.612344,3,"[77, 59, 7]"
1411,22212,43.907767,5,"[77, 4, 20, 78, 3]"
1412,22224,25.042783,3,"[77, 51, 2]"
1413,22236,25.015068,3,"[77, 20, 59]"
1414,22248,25.612344,3,"[77, 59, 7]"
1415,22260,20.311877,3,"[78, 14, 12]"
1416,22272,25.487108,3,"[78, 64, 1]"
1417,22296,42.429202,6,"[76, 13, 8, 78, 31, 2]"
1418,22316,30.345112,5,"[77, 62, 8, 60, 1]"
1419,22328,20.40351,3,"[77, 11, 16]"
1420,22348,19.389858,5,"[77, 4, 6, 26, 4]"
1421,22360,25.49477,3,"[77, 64, 2]"
1422,22376,30.053741,4,"[78, 64, 64, 2]"
1423,22408,41.699105,8,"[77, 2, 17, 78, 1, 3, 18, 12]"
1424,22420,19.456883,3,"[77, 32, 8]"
1425,22432,26.146229,3,"[76, 59, 8]"
1426,22460,42.001454,7,"[77, 20, 78, 4, 1, 12, 16]"
1427,22472,30.014223,3,"[77, 20, 72]"
1428,22484,19.139294,3,"[77, 19, 21]"
1429,22496,20.395009,3,"[77, 25, 2]"
1430,22512,42.141794,4,"[78, 19, 78, 20]"
1431,22532,25.01844,5,"[77, 2, 10, 65, 2]"
1432,22544,20.402054,3,"[77, 7, 20]"
1433,22556,25.49477,3,"[77, 64, 2]"
1434,22572,42.232915,4,"[77, 19, 78, 8]"
1435,22588,19.504435,4,"[77, 3, 30, 7]"
1436,22600,19.248994,3,"[77, 22, 18]"
1437,22620,43.316234,5,"[77, 2, 20, 78, 18]"
1438,22632,20.395009,3,"[77, 25, 2]"
1439,22648,42.232915,4,"[77, 19, 78, 8]"
1440,22660,30.014223,3,"[77, 20, 72]"
1441,22676,42.752325,4,"[76, 20, 78, 8]"
1442,22688,28.94293,3,"[77, 28, 64]"
1443,22704,29.6913,4,"[78, 17, 78, 22]"
1444,22724,24.960304,5,"[77, 2, 2, 72, 3]"
1445,22736,25.042783,3,"[77, 51, 2]"
1446,22756,43.361543,5,"[76, 19, 8, 76, 16]"
1447,22768,30.014223,3,"[77, 20, 72]"
1448,22780,25.042783,3,"[77, 51, 2]"
1449,22796,42.227215,4,"[77, 20, 78, 20]"
1450,22808,30.014223,3,"[77, 20, 72]"
1451,22820,19.270255,3,"[77, 23, 17]"
1452,22848,43.3152,7,"[77, 2, 2, 20, 78, 6, 23]"
1453,22860,19.248994,3,"[77, 22, 18]"
1454,22872,20.368666,3,"[77, 2, 25]"
1455,22884,24.985765,3,"[78, 51, 1]"
1456,22900,42.54716,4,"[77, 20, 78, 7]"
1457,22912,20.303291,3,"[78, 6, 20]"
1458,22928,42.227215,4,"[77, 20, 78, 20]"
1459,22940,30.014223,3,"[77, 20, 72]"
1460,22952,30.014223,3,"[77, 20, 72]"
1461,22968,30.02489,4,"[77, 51, 59, 8]"
1462,22988,19.219397,5,"[77, 9, 3, 8, 20]"
1463,23016,43.225721,7,"[77, 6, 19, 78, 1, 9, 18]"
1464,23040,41.996022,6,"[77, 20, 78, 4, 4, 25]"
1465,23056,24.776397,4,"[77, 20, 3, 56]"
1466,23072,42.227215,4,"[77, 20, 78, 20]"
1467,23084,19.466883,3,"[77, 31, 9]"
1468,23096,19.441629,3,"[77, 29, 11]"
1469,23112,42.232915,4,"[77, 19, 78, 8]"
1470,23124,24.985765,3,"[78, 51, 1]"
1471,23140,24.794193,4,"[77, 2, 66, 11]"
1472,23152,25.042783,3,"[77, 51, 2]"
1473,23172,28.957992,5,"[77, 10, 17, 64, 1]"
1474,23184,30.014223,3,"[77, 20, 72]"
1475,23200,24.773501,4,"[77, 20, 54, 5]"
1476,23212,19.959666,3,"[76, 33, 8]"
1477,23240,17.795146,7,"[77, 2, 20, 9, 22, 6, 20]"
1478,23256,24.613259,4,"[77, 20, 56, 3]"
1479,23288,24.435736,8,"[10, 13, 20, 8, 77, 20, 58, 2]"
1480,23300,25.598523,3,"[77, 65, 1]"
1481,23312,20.381165,3,"[77, 26, 1]"
1482,23324,25.612344,3,"[77, 59, 7]"
1483,23340,16.041167,4,"[77, 19, 9, 51]"
1484,23348,25.315309,2,"[77, 66]"
1485,23360,19.394611,3,"[77, 34, 6]"
1486,23376,28.41696,4,"[78, 20, 69, 2]"
1487,23388,20.311877,3,"[78, 14, 12]"
1488,23400,19.006972,3,"[77, 39, 1]"
1489,23412,25.612344,3,"[77, 59, 7]"
1490,23424,25.042783,3,"[77, 51, 2]"
1491,23436,19.337504,3,"[77, 35, 5]"
1492,23456,41.294264,5,"[77, 2, 19, 78, 19]"
1493,23468,25.612344,3,"[77, 59, 7]"
1494,23484,42.752325,4,"[76, 20, 78, 8]"
1495,23496,25.042783,3,"[77, 51, 2]"
1496,23516,43.516266,5,"[77, 5, 20, 78, 15]"
1497,23528,25.015068,3,"[77, 20, 59]"
1498,23540,19.394611,3,"[77, 34, 6]"
1499,23552,25.015068,3,"[77, 20, 59]"
1500,23572,42.167009,5,"[77, 19, 8, 78, 13]"
1501,23584,25.042783,3,"[77, 51, 2]"
1502,23596,19.112943,3,"[77, 18, 22]"
1503,23608,19.392054,3,"[77, 26, 14]"
1504,23620,25.49477,3,"[77, 64, 2]"
1505,23632,17.643611,3,"[76, 51, 3]"
1506,23652,42.924338,5,"[77, 2, 20, 78, 31]"
1507,23664,24.985765,3,"[78, 51, 1]"
1508,23692,42.465272,7,"[77, 10, 8, 8, 78, 24, 3]"
1509,23704,17.643611,3,"[76, 51, 3]"
1510,23720,19.117094,4,"[77, 10, 7, 23]"
1511,23740,42.260841,5,"[77, 19, 8, 77, 14]"
1512,23764,42.364486,6,"[76, 20, 8, 78, 10, 16]"
1513,23784,42.167009,5,"[77, 19, 8, 78, 13]"
1514,23800,19.263121,4,"[77, 1, 21, 18]"
1515,23812,25.49477,3,"[77, 64, 2]"
1516,23832,43.793139,5,"[77, 17, 8, 78, 2]"
1517,23848,30.53088,4,"[76, 20, 72, 1]"
1518,23860,20.402392,3,"[77, 24, 3]"
1519,23876,42.54716,4,"[77, 20, 78, 7]"
1520,23892,20.412028,4,"[77, 1, 10, 16]"
1521,23920,42.513954,7,"[76, 2, 19, 78, 1, 13, 19]"
1522,23936,42.022194,4,"[77, 20, 8, 77]"
1523,23952,24.613259,4,"[77, 20, 56, 3]"
1524,23964,25.042783,3,"[77, 51, 2]"
1525,23984,44.156684,5,"[76, 3, 20, 78, 5]"
1526,24000,30.011469,4,"[77, 19, 72, 1]"
1527,24016,42.227215,4,"[77, 20, 78, 20]"
1528,24032,24.896777,4,"[76, 20, 49, 11]"
1529,24044,25.825225,3,"[76, 64, 3]"
1530,24056,20.92826,3,"[76, 17, 11]"
1531,24068,25.042783,3,"[77, 51, 2]"
1532,24080,17.643611,3,"[76, 51, 3]"
1533,24100,19.224798,5,"[77, 3, 7, 10, 20]"
1534,24124,41.981958,6,"[77, 20, 78, 4, 13, 16]"
1535,24140,25.30864,4,"[76, 19, 55, 6]"
1536,24160,43.316234,5,"[77, 2, 20, 78, 18]"
1537,24180,41.629621,5,"[77, 13, 8, 78, 6]"
1538,24192,18.343798,3,"[77, 37, 16]"
1539,24216,41.970866,6,"[77, 20, 78, 3, 20, 10]"
1540,24228,19.456883,3,"[77, 32, 8]"
1541,24244,25.360012,4,"[77, 2, 5, 72]"
1542,24256,19.466883,3,"[77, 31, 9]"
1543,24272,42.54716,4,"[77, 20, 78, 7]"
1544,24292,42.426304,5,"[77, 2, 17, 8, 78]"
1545,24312,29.782736,5,"[77, 2, 20, 69, 1]"
1546,24324,20.904849,3,"[76, 3, 25]"
1547,24344,43.102634,5,"[76, 2, 19, 78, 7]"
1548,24356,24.985765,3,"[78, 51, 1]"
1549,24376,43.727803,5,"[76, 16, 8, 78, 17]"
1550,24392,19.184214,4,"[77, 13, 26, 1]"
1551,24408,24.896777,4,"[76, 20, 49, 11]"
1552,24420,20.404333,3,"[77, 20, 7]"
1553,24448,43.643368,7,"[77, 2, 2, 5, 15, 78, 16]"
1554,24460,30.014223,3,"[77, 20, 72]"
1555,24472,25.612344,3,"[77, 59, 7]"
1556,24496,42.586542,6,"[77, 2, 2, 16, 78, 7]"
1557,24508,25.225924,3,"[77, 63, 3]"
1558,24528,28.203385,5,"[76, 17, 8, 64, 4]"
1559,24544,28.310397,4,"[77, 20, 69, 3]"
1560,24564,43.426756,5,"[78, 8, 16, 78, 15]"
1561,24576,20.381165,3,"[77, 26, 1]"
1562,24600,43.486851,6,"[77, 2, 2, 19, 78, 4]"
1563,24620,43.0129,5,"[77, 6, 20, 78, 1]"
1564,24632,25.042783,3,"[77, 51, 2]"
1565,24644,25.825225,3,"[76, 64, 3]"
1566,24664,40.929064,5,"[78, 20, 78, 8, 24]"
1567,24680,24.667635,4,"[77, 20, 55, 4]"
1568,24696,42.232915,4,"[77, 19, 78, 8]"
1569,24708,25.042783,3,"[77, 51, 2]"
1570,24720,25.042783,3,"[77, 51, 2]"
1571,24736,24.756743,4,"[77, 19, 56, 4]"
1572,24748,20.929085,3,"[76, 22, 6]"
1573,24760,25.500671,3,"[78, 58, 7]"
1574,24772,20.39959,3,"[77, 10, 17]"
1575,24784,20.395009,3,"[77, 25, 2]"
1576,24804,17.39802,5,"[77, 19, 27, 9, 24]"
1577,24816,25.523462,3,"[77, 62, 4]"
1578,24836,43.53636,5,"[78, 2, 19, 78, 5]"
1579,24860,43.51372,6,"[77, 2, 13, 8, 78, 4]"
1580,24872,20.407442,3,"[77, 8, 19]"
1581,24884,20.409374,3,"[77, 22, 5]"
1582,24908,42.78747,6,"[77, 2, 16, 8, 78, 14]"
1583,24920,25.042783,3,"[77, 51, 2]"
1584,24932,20.39959,3,"[77, 10, 17]"
1585,24944,25.825225,3,"[76, 64, 3]"
1586,24964,43.12854,5,"[77, 17, 8, 77, 16]"
1587,24976,20.381165,3,"[77, 26, 1]"
1588,24992,30.011469,4,"[77, 19, 72, 1]"
1589,25004,25.042783,3,"[77, 51, 2]"
1590,25028,43.639324,6,"[77, 2, 5, 17, 78, 16]"
1591,25040,20.928036,3,"[76, 16, 12]"
1592,25052,25.612344,3,"[77, 59, 7]"
1593,25064,25.612344,3,"[77, 59, 7]"
1594,25092,42.452348,7,"[77, 2, 16, 8, 78, 25, 2]"
1595,25112,28.900757,5,"[77, 2, 19, 8, 63]"
1596,25124,25.612344,3,"[77, 59, 7]"
1597,25136,30.014223,3,"[77, 20, 72]"
1598,25152,19.118013,4,"[77, 3, 36, 1]"
1599,25168,29.247858,4,"[77, 20, 72, 13]"
1600,25180,19.456883,3,"[77, 32, 8]"
1601,25204,41.959094,6,"[77, 20, 78, 4, 27, 2]"
1602,25220,25.582276,4,"[76, 17, 62, 1]"
1603,25236,25.383933,4,"[76, 20, 55, 5]"
1604,25248,25.49477,3,"[77, 64, 2]"
1605,25264,42.752325,4,"[76, 20, 78, 8]"
1606,25280,19.524639,4,"[77, 8, 25, 7]"
1607,25292,19.416978,3,"[77, 27, 13]"
1608,25316,41.941742,6,"[77, 19, 8, 77, 11, 16]"
1609,25332,29.458023,4,"[77, 17, 8, 67]"
1610,25348,41.902881,4,"[77, 19, 78, 21]"
1611,25372,43.216064,6,"[77, 17, 8, 78, 11, 17]"
1612,25384,17.643611,3,"[76, 51, 3]"
1613,25396,25.225924,3,"[77, 63, 3]"
1614,25424,18.058923,7,"[76, 2, 2, 16, 9, 24, 27]"
1615,25448,41.84991,6,"[77, 19, 8, 78, 18, 8]"
1616,25464,24.585823,4,"[77, 19, 47, 13]"
1617,25472,20.355025,2,"[77, 27]"
1618,25488,20.945099,4,"[76, 2, 24, 2]"
1619,25500,25.042783,3,"[77, 51, 2]"
1620,25532,43.063897,8,"[77, 2, 20, 78, 1, 4, 24, 2]"
1621,25544,19.906811,3,"[76, 27, 14]"
1622,25568,41.82536,6,"[77, 19, 8, 78, 4, 22]"
1623,25588,42.68017,5,"[78, 17, 8, 78, 14]"
1624,25608,43.316234,5,"[77, 2, 20, 78, 18]"
1625,25632,28.362245,6,"[77, 2, 2, 19, 67, 2]"
1626,25648,42.232915,4,"[77, 19, 78, 8]"
1627,25660,20.409622,3,"[77, 13, 14]"
1628,25672,20.402392,3,"[77, 24, 3]"
1629,25688,19.790702,4,"[76, 14, 25, 2]"
1630,25708,42.260841,5,"[77, 19, 8, 77, 14]"
1631,25724,41.902881,4,"[77, 19, 78, 21]"
1632,25736,25.042783,3,"[77, 51, 2]"
1633,25752,25.040018,4,"[77, 4, 59, 3]"
1634,25772,43.620501,5,"[77, 2, 20, 78, 5]"
1635,25784,25.598523,3,"[77, 65, 1]"
1636,25800,24.68259,4,"[77, 19, 54, 6]"
1637,25816,28.497313,4,"[77, 30, 69, 6]"
1638,25836,29.849194,5,"[77, 2, 2, 19, 69]"
1639,25852,29.273558,4,"[76, 19, 72, 2]"
1640,25864,25.042783,3,"[77, 51, 2]"
1641,25880,42.232915,4,"[77, 19, 78, 8]"
1642,25892,20.39959,3,"[77, 10, 17]"
1643,25904,19.270255,3,"[77, 23, 17]"
1644,25916,25.042783,3,"[77, 51, 2]"
1645,25936,24.792536,5,"[77, 17, 1, 55, 6]"
1646,25948,20.402392,3,"[77, 24, 3]"
1647,25968,24.756529,5,"[77, 2, 2, 59, 16]"
1648,25980,20.408572,3,"[77, 23, 4]"
1649,26000,28.525893,5,"[77, 2, 19, 69, 2]"
1650,26012,25.042783,3,"[77, 51, 2]"
1651,26036,43.192986,6,"[77, 6, 19, 78, 23, 5]"
1652,26056,43.921498,5,"[77, 16, 8, 78, 3]"
1653,26080,28.234868,6,"[76, 2, 2, 19, 65, 5]"
1654,26100,24.849044,5,"[77, 2, 2, 62, 13]"
1655,26116,25.367723,4,"[76, 17, 59, 4]"
1656,26128,19.337504,3,"[77, 35, 5]"
1657,26160,43.321887,8,"[77, 2, 6, 1, 15, 78, 21, 8]"
1658,26172,25.102085,3,"[77, 55, 11]"
1659,26184,25.042783,3,"[77, 51, 2]"
1660,26196,25.042783,3,"[77, 51, 2]"
1661,26216,29.824884,5,"[77, 65, 8, 55, 3]"
1662,26232,42.422292,4,"[76, 20, 78, 21]"
1663,26256,43.312231,6,"[77, 16, 8, 78, 23, 6]"
1664,26280,41.555035,6,"[77, 2, 17, 78, 31, 3]"
1665,26296,19.370069,4,"[77, 12, 12, 16]"
1666,26316,44.319179,5,"[76, 6, 20, 78, 2]"
1667,26328,19.441629,3,"[77, 29, 11]"
1668,26340,25.612344,3,"[77, 59, 7]"
1669,26356,24.224336,4,"[76, 19, 58, 16]"
1670,26368,25.598523,3,"[77, 65, 1]"
1671,26388,41.592022,5,"[77, 19, 78, 20, 14]"
1672,26416,43.210879,7,"[77, 17, 8, 78, 1, 23, 4]"
1673,26436,41.607918,5,"[77, 2, 19, 78, 6]"
1674,26452,19.435997,4,"[77, 14, 12, 14]"
1675,26472,40.984053,5,"[77, 21, 78, 12, 20]"
1676,26492,41.927872,5,"[77, 20, 78, 13, 20]"
1677,26500,25.678972,2,"[76, 54]"
1678,26516,42.232915,4,"[77, 19, 78, 8]"
1679,26544,41.048793,7,"[77, 2, 19, 78, 6, 20, 6]"
1680,26556,19.112943,3,"[77, 18, 22]"
1681,26576,17.669933,5,"[78, 19, 12, 22, 25]"
1682,26592,19.236471,4,"[77, 14, 7, 19]"
1683,26612,43.203556,5,"[77, 15, 8, 78, 17]"
1684,26632,41.923381,5,"[77, 2, 17, 78, 21]"
1685,26656,14.899846,6,"[77, 2, 19, 45, 5, 21]"
1686,26676,41.550609,5,"[77, 19, 78, 29, 5]"
1687,26692,42.232915,4,"[77, 19, 78, 8]"
1688,26708,24.613259,4,"[77, 20, 56, 3]"
1689,26720,20.895921,3,"[76, 27, 1]"
1690,26732,25.042783,3,"[77, 51, 2]"
1691,26744,25.102085,3,"[77, 55, 11]"
1692,26760,28.573188,4,"[77, 17, 72, 3]"
1693,26780,43.625765,5,"[77, 5, 19, 78, 16]"
1694,26792,25.042783,3,"[77, 51, 2]"
1695,26804,25.385971,3,"[78, 59, 6]"
1696,26820,24.905249,4,"[77, 6, 67, 6]"
1697,26832,20.389971,3,"[77, 4, 23]"
1698,26844,25.042783,3,"[77, 51, 2]"
1699,26868,41.658671,6,"[77, 19, 78, 8, 5, 21]"
1700,26888,27.999766,5,"[77, 5, 19, 65, 3]"
1701,26904,41.902881,4,"[77, 19, 78, 21]"
1702,26928,43.623787,6,"[77, 2, 2, 20, 78, 16]"
1703,26940,19.499858,3,"[76, 40, 1]"
1704,26964,41.69757,6,"[77, 19, 78, 3, 7, 24]"
1705,26980,30.011469,4,"[77, 19, 72, 1]"
1706,26996,17.953858,4,"[77, 34, 23, 9]"
1707,27016,28.022672,5,"[77, 2, 19, 67, 4]"
1708,27028,25.49477,3,"[77, 64, 2]"
1709,27040,20.381165,3,"[77, 26, 1]"
1710,27048,20.355025,2,"[77, 27]"
1711,27068,41.628615,5,"[77, 6, 15, 78, 6]"
1712,27080,25.523462,3,"[77, 62, 4]"
1713,27092,25.612344,3,"[77, 59, 7]"
1714,27112,24.58632,5,"[77, 19, 3, 55, 2]"
1715,27124,30.014223,3,"[77, 20, 72]"
1716,27136,25.49477,3,"[77, 64, 2]"
1717,27152,42.227215,4,"[77, 20, 78, 20]"
1718,27168,30.011469,4,"[77, 19, 72, 1]"
1719,27192,42.957072,6,"[76, 19, 8, 78, 5, 22]"
1720,27204,25.042783,3,"[77, 51, 2]"
1721,27216,20.921118,3,"[76, 25, 3]"
1722,27240,28.343787,6,"[76, 6, 5, 15, 64, 3]"
1723,27264,43.212136,6,"[77, 17, 8, 78, 9, 19]"
1724,27284,44.44478,5,"[76, 17, 8, 78, 3]"
1725,27296,26.117614,3,"[77, 57, 9]"
1726,27308,25.042783,3,"[77, 51, 2]"
1727,27320,25.042783,3,"[77, 51, 2]"
1728,27332,25.042783,3,"[77, 51, 2]"
1729,27344,25.598523,3,"[77, 65, 1]"
1730,27352,25.915599,2,"[76, 67]"
1731,27360,20.355025,2,"[77, 27]"
1732,27376,29.853593,4,"[77, 3, 20, 69]"
1733,27388,19.358456,3,"[77, 25, 15]"
1734,27396,25.678972,2,"[76, 54]"
1735,27408,20.396088,3,"[77, 6, 21]"
1736,27424,42.54716,4,"[77, 20, 78, 7]"
1737,27436,25.042783,3,"[77, 51, 2]"
1738,27448,25.042783,3,"[77, 51, 2]"
1739,27460,20.395009,3,"[77, 25, 2]"
1740,27480,41.607918,5,"[77, 2, 19, 78, 6]"
1741,27496,19.532512,4,"[77, 14, 16, 10]"
1742,27508,30.014223,3,"[77, 20, 72]"
1743,27524,41.902881,4,"[77, 19, 78, 21]"
1744,27540,19.282475,4,"[77, 5, 17, 18]"
1745,27552,25.042783,3,"[77, 51, 2]"
1746,27560,20.355025,2,"[77, 27]"
1747,27580,43.722492,5,"[76, 5, 19, 78, 17]"
1748,27600,43.523359,5,"[77, 17, 8, 78, 15]"
1749,27620,24.823384,5,"[77, 2, 19, 57, 1]"
1750,27640,24.560669,5,"[77, 2, 19, 55, 3]"
1751,27656,25.059271,4,"[77, 5, 72, 2]"
1752,27668,20.39871,3,"[77, 3, 24]"
1753,27680,20.931821,3,"[76, 23, 5]"
1754,27696,41.902881,4,"[77, 19, 78, 21]"
1755,27708,20.408572,3,"[77, 23, 4]"
1756,27720,20.389971,3,"[77, 4, 23]"
1757,27732,20.405627,3,"[77, 18, 9]"
1758,27748,25.420089,4,"[77, 5, 54, 7]"
1759,27764,29.364757,4,"[77, 6, 20, 66]"
1760,27776,17.643611,3,"[76, 51, 3]"
1761,27808,43.212549,8,"[77, 2, 6, 2, 15, 78, 22, 6]"
1762,27820,20.408572,3,"[77, 23, 4]"
1763,27840,29.895197,5,"[77, 2, 19, 70, 1]"
1764,27860,43.921498,5,"[77, 16, 8, 78, 3]"
1765,27884,43.190787,6,"[77, 5, 20, 78, 21, 7]"
1766,27904,41.294264,5,"[77, 2, 19, 78, 19]"
1767,27916,25.598523,3,"[77, 65, 1]"
1768,27936,27.68612,5,"[77, 6, 20, 63, 3]"
1769,27952,27.798084,4,"[77, 20, 67, 5]"
1770,27968,20.36938,4,"[77, 1, 1, 25]"
1771,27980,25.448958,3,"[76, 54, 13]"
1772,27996,25.198143,4,"[77, 6, 65, 8]"
1773,28016,43.634787,5,"[77, 16, 8, 78, 16]"
1774,28032,42.752325,4,"[76, 20, 78, 8]"
1775,28044,19.441629,3,"[77, 29, 11]"
1776,28056,19.337504,3,"[77, 35, 5]"
1777,28076,27.63207,5,"[77, 15, 8, 64, 5]"
1778,28104,41.848693,7,"[77, 2, 5, 20, 78, 22, 4]"
1779,28120,25.12744,4,"[77, 17, 54, 8]"
1780,28140,41.607918,5,"[77, 2, 19, 78, 6]"
1781,28160,41.294264,5,"[77, 2, 19, 78, 19]"
1782,28184,41.900692,6,"[77, 6, 2, 20, 78, 12]"
1783,28200,25.896374,4,"[76, 2, 6, 72]"
1784,28220,28.224655,5,"[77, 2, 20, 67, 3]"
1785,28244,25.052881,6,"[21, 20, 8, 78, 67, 1]"
1786,28260,41.902881,4,"[77, 19, 78, 21]"
1787,28280,41.61677,5,"[77, 19, 78, 13, 21]"
1788,28292,20.389544,3,"[77, 5, 22]"
1789,28304,26.117614,3,"[77, 57, 9]"
1790,28328,25.025583,6,"[77, 2, 2, 6, 65, 4]"
1791,28336,25.678972,2,"[76, 54]"
1792,28352,24.426877,4,"[77, 21, 61, 10]"
1793,28368,24.701022,4,"[77, 19, 57, 3]"
1794,28388,24.574539,5,"[77, 2, 20, 55, 2]"
1795,28404,19.476451,4,"[77, 1, 31, 8]"
1796,28428,41.987788,6,"[77, 20, 78, 5, 14, 14]"
1797,28444,25.220432,4,"[76, 20, 57, 3]"
1798,28464,43.912477,5,"[77, 5, 19, 78, 3]"
1799,28476,19.274172,3,"[77, 36, 4]"
1800,28504,42.187548,7,"[76, 2, 6, 6, 8, 78, 6]"
1801,28528,41.967097,6,"[77, 20, 78, 3, 22, 8]"
1802,28560,42.922679,8,"[77, 2, 2, 19, 78, 3, 18, 9]"
1803,28580,42.033575,5,"[76, 20, 78, 32, 2]"
1804,28596,42.227215,4,"[77, 20, 78, 20]"
1805,28616,28.022672,5,"[77, 2, 19, 67, 4]"
1806,28636,26.96575,5,"[77, 2, 20, 64, 6]"
1807,28660,28.781408,6,"[76, 2, 2, 19, 67, 3]"
1808,28680,30.059203,5,"[76, 19, 78, 10, 25]"
1809,28692,19.441629,3,"[77, 29, 11]"
1810,28716,30.513433,6,"[77, 5, 6, 45, 57, 5]"
1811,28744,42.437187,7,"[77, 5, 2, 19, 78, 5, 22]"
1812,28752,18.901588,2,"[77, 40]"
1813,28768,24.969818,4,"[77, 19, 59, 1]"
1814,28788,43.415252,5,"[77, 17, 8, 77, 3]"
1815,28804,42.232915,4,"[77, 19, 78, 8]"
1816,28828,17.598284,6,"[77, 2, 20, 23, 24, 10]"
1817,28840,12.754316,3,"[63, 77, 16]"
1818,28852,25.49477,3,"[77, 64, 2]"
1819,28868,24.613259,4,"[77, 20, 56, 3]"
1820,28880,20.408572,3,"[77, 23, 4]"
1821,28900,28.809261,5,"[77, 6, 22, 63, 1]"
1822,28916,42.54716,4,"[77, 20, 78, 7]"
1823,28928,19.006972,3,"[77, 39, 1]"
1824,28956,43.52754,7,"[77, 2, 2, 2, 19, 78, 15]"
1825,28976,42.253415,5,"[77, 2, 17, 78, 8]"
1826,28992,24.695716,4,"[77, 13, 57, 9]"
1827,29024,43.220925,8,"[77, 2, 2, 6, 15, 78, 5, 23]"
1828,29036,19.416978,3,"[77, 27, 13]"
1829,29056,43.793139,5,"[77, 17, 8, 78, 2]"
1830,29072,29.455828,4,"[77, 6, 19, 67]"
1831,29088,42.54716,4,"[77, 20, 78, 7]"
1832,29112,43.837714,6,"[76, 17, 8, 78, 22, 7]"
1833,29128,41.185331,4,"[78, 20, 78, 19]"
1834,29144,29.45093,4,"[77, 5, 20, 67]"
1835,29156,20.395009,3,"[77, 25, 2]"
1836,29184,42.834544,7,"[77, 17, 8, 77, 1, 15, 13]"
1837,29196,25.053011,3,"[77, 54, 12]"
1838,29220,27.928192,6,"[77, 2, 5, 19, 64, 2]"
1839,29236,19.493751,4,"[77, 12, 16, 12]"
1840,29248,19.248994,3,"[77, 22, 18]"
1841,29256,20.355025,2,"[77, 27]"
1842,29272,42.54716,4,"[77, 20, 78, 7]"
1843,29284,24.929647,3,"[78, 19, 59]"
1844,29292,18.901588,2,"[77, 40]"
1845,29316,27.683597,6,"[77, 6, 3, 15, 64, 4]"
1846,29332,18.266361,4,"[77, 22, 22, 9]"
1847,29356,42.805991,6,"[77, 6, 19, 77, 22, 7]"
1848,29372,24.713458,4,"[77, 20, 57, 2]"
1849,29384,25.225924,3,"[77, 63, 3]"
1850,29396,25.49477,3,"[77, 64, 2]"
1851,29416,43.126346,5,"[77, 6, 19, 77, 16]"
1852,29432,24.667635,4,"[77, 20, 55, 4]"
1853,29448,24.667635,4,"[77, 20, 55, 4]"
1854,29464,30.011469,4,"[77, 19, 72, 1]"
1855,29484,41.927872,5,"[77, 20, 78, 13, 20]"
1856,29496,20.39959,3,"[77, 10, 17]"
1857,29508,19.002483,3,"[78, 14, 25]"
1858,29520,25.612344,3,"[77, 59, 7]"
1859,29532,30.014223,3,"[77, 20, 72]"
1860,29556,43.486851,6,"[77, 2, 2, 19, 78, 4]"
1861,29568,25.612344,3,"[77, 59, 7]"
1862,29584,42.227215,4,"[77, 20, 78, 20]"
1863,29616,41.028398,8,"[77, 2, 2, 2, 15, 78, 10, 22]"
1864,29628,25.49477,3,"[77, 64, 2]"
1865,29636,18.901588,2,"[77, 40]"
1866,29648,25.49477,3,"[77, 64, 2]"
1867,29668,43.415252,5,"[77, 17, 8, 77, 3]"
1868,29680,19.358456,3,"[77, 25, 15]"
1869,29700,24.944276,5,"[77, 2, 8, 63, 6]"
1870,29712,25.198109,3,"[77, 16, 63]"
1871,29728,28.028911,4,"[77, 33, 77, 8]"
1872,29744,30.011469,4,"[77, 19, 72, 1]"
1873,29760,19.127786,4,"[77, 1, 17, 22]"
1874,29784,43.191274,6,"[77, 2, 2, 19, 78, 17]"
1875,29800,19.174065,4,"[77, 10, 9, 21]"
1876,29816,24.864523,4,"[77, 19, 55, 5]"
1877,29832,41.902881,4,"[77, 19, 78, 21]"
1878,29848,41.902881,4,"[77, 19, 78, 21]"
1879,29856,18.901588,2,"[77, 40]"
1880,29864,18.901588,2,"[77, 40]"
1881,29888,41.684313,6,"[77, 19, 78, 3, 6, 25]"
1882,29904,25.182631,4,"[77, 6, 72, 1]"
1883,29916,25.612344,3,"[77, 59, 7]"
1884,29936,41.905624,5,"[77, 20, 78, 22, 11]"
1885,29948,18.313881,3,"[77, 38, 15]"
1886,29960,20.389544,3,"[77, 5, 22]"
