Lote,Semana,Temperatura,Peso_inicio,Peso_fin,Peces,Peso_total,Alimento_semanal,Alimento_acumulado,Precio_alimento,Coste_semanal,Coste_acumulado,Precio_venta,Ingreso_potencial,FeedRate_%,GrowthRate_%,DeathRate_%
5,148,19.546666666666667,185.16217247886746,192.94606447743521,6928.801887180457,1336885.0556752952,107898.26631540136,1777133.9560539233,1.14014982,123.02018891781692,2026.198960110769,0.0,0.0,1.2,0.59,0.0172603
5,149,19.176,192.94606447743521,201.05717760240384,6920.43469683917,1391403.0679282309,112298.34467672481,1889432.3007306482,1.14014982,128.03693746946576,2154.2358975802345,0.0,0.0,1.2,0.59,0.0172603
5,150,18.75,201.05717760240384,206.754785960825,6911.659990801124,1429018.782032084,97398.21475497616,1986830.5154856243,1.14014982,111.0485570212074,2265.2844546014417,0.0,0.0,1.0,0.4,0.0181233
5,151,18.563333333333333,206.754785960825,212.61385456350635,6902.896410576618,1467651.4135052871,100031.31474224589,2086861.8302278703,1.14014982,114.05068549773499,2379.3351400991764,0.0,0.0,1.0,0.4,0.0181233
5,152,18.21,212.61385456350635,218.63895891105037,6894.143942058772,1507328.4540746547,102735.5989453701,2189597.4291732404,1.14014982,117.1339746451559,2496.4691147443323,0.0,0.0,1.0,0.4,0.0181233
5,153,17.593333333333334,218.63895891105037,224.8348041657348,6885.402571158593,1548078.138688689,105512.99178522584,2295110.4209584664,1.14014982,120.30061859158671,2616.7697333359188,0.0,0.0,1.0,0.4,0.0181233
5,154,16.75,224.8348041657348,229.59904193864747,6876.236001767501,1578777.198149854,97528.9227373874,2392639.343695854,1.14014982,111.19758370382615,2727.967317039745,0.0,0.0,0.9,0.3,0.0190295
5,155,15.6,229.59904193864747,234.46423366146604,6867.081635874104,1610085.0332459484,99462.9634834408,2492102.3071792945,1.14014982,113.4026799123116,2841.3699969520567,0.0,0.0,0.9,0.3,0.0190295
5,156,15.14,234.46423366146604,239.43251854312325,6857.939457231826,1642013.7162612758,101435.35709449474,2593537.664273789,1.14014982,115.6515041329239,2957.0215010849806,0.0,0.0,0.9,0.3,0.0190295
5,157,14.656,239.43251854312325,240.94502227170705,6848.353258813929,1650076.6284694397,57470.48006914465,2651008.144342934,1.14014982,65.52495750614885,3022.5464585911295,0.0,0.0,0.5,0.09,0.0199809
5,158,14.06,240.94502227170705,242.46708054009562,6838.780460222712,1658179.1326448524,57752.681996430394,2708760.826339364,1.14014982,65.84670998274736,3088.3931685738767,0.0,0.0,0.5,0.09,0.0199809
5,159,13.39,242.46708054009562,243.99875370465648,6829.221042727562,1666321.4231991398,58036.26964256984,2766797.095981934,1.14014982,66.17004238644746,3154.5632109603243,0.0,0.0,0.5,0.09,0.0199809
5,160,13.105,243.99875370465648,245.54010250303043,6819.674987624053,1674503.6954985627,58321.249811969894,2825118.345793904,1.14014982,66.49496247529251,3221.058173435617,0.0,0.0,0.5,0.09,0.0199809
