episode,timesteps,reward,num_actions,actions_plus_1
1457,25708,25.496161,6,"[7, 15, 15, 78, 66, 1]"
1458,25728,24.210367,5,"[34, 77, 34, 60, 3]"
1459,25744,23.978566,4,"[34, 78, 71, 25]"
1460,25756,20.153943,3,"[34, 78, 18]"
1461,25772,19.854207,4,"[34, 78, 8, 23]"
1462,25784,25.125088,3,"[34, 77, 58]"
1463,25800,24.960176,4,"[34, 78, 66, 17]"
1464,25812,20.421371,3,"[34, 78, 5]"
1465,25820,8.360667,2,"[34, 70]"
1466,25836,18.308369,4,"[34, 77, 43, 2]"
1467,25852,24.916819,4,"[34, 78, 55, 2]"
1468,25860,8.360667,2,"[34, 70]"
1469,25872,20.153943,3,"[34, 78, 18]"
1470,25892,28.442647,5,"[34, 78, 26, 64, 6]"
1471,25900,8.360667,2,"[34, 70]"
1472,25920,2.258801,5,"[34, 68, 34, 43, 3]"
1473,25948,18.949421,7,"[34, 78, 5, 10, 1, 17, 11]"
1474,25960,20.153943,3,"[34, 78, 18]"
1475,25988,23.252416,7,"[34, 76, 4, 2, 2, 23, 54]"
1476,26000,20.042064,3,"[34, 77, 19]"
1477,26016,25.125816,4,"[34, 77, 71, 13]"
1478,26036,24.217939,5,"[34, 77, 27, 52, 5]"
1479,26052,25.381559,4,"[34, 77, 67, 4]"
1480,26064,20.153943,3,"[34, 78, 18]"
1481,26080,24.871589,4,"[34, 78, 56, 1]"
1482,26104,29.385599,6,"[34, 77, 5, 23, 68, 1]"
1483,26116,18.421562,3,"[34, 76, 7]"
1484,26128,20.153943,3,"[34, 78, 18]"
1485,26144,24.871589,4,"[34, 78, 56, 1]"
1486,26156,20.318462,3,"[34, 77, 6]"
1487,26172,19.686582,4,"[34, 77, 30, 2]"
1488,26188,24.856898,4,"[34, 78, 54, 3]"
1489,26208,24.088071,5,"[34, 78, 66, 6, 24]"
1490,26228,28.378616,5,"[34, 78, 27, 66, 3]"
1491,26240,20.318462,3,"[34, 77, 6]"
1492,26252,20.421371,3,"[34, 78, 5]"
1493,26268,18.794249,4,"[34, 78, 33, 11]"
1494,26292,24.285796,6,"[34, 78, 66, 2, 15, 13]"
1495,26312,18.645173,5,"[34, 78, 4, 18, 22]"
1496,26328,24.156558,4,"[34, 78, 73, 23]"
1497,26344,25.321612,4,"[34, 78, 27, 56]"
1498,26352,8.360667,2,"[34, 70]"
1499,26368,18.67565,4,"[34, 77, 35, 10]"
1500,26388,28.34089,5,"[34, 78, 27, 64, 5]"
1501,26404,24.916819,4,"[34, 78, 55, 2]"
1502,26424,24.759607,5,"[34, 78, 27, 54, 2]"
1503,26432,8.360667,2,"[34, 70]"
1504,26448,24.905538,4,"[34, 77, 55, 3]"
1505,26464,19.727613,4,"[34, 77, 20, 12]"
1506,26480,24.856898,4,"[34, 78, 54, 3]"
1507,26496,19.739226,4,"[34, 77, 16, 16]"
1508,26508,20.042064,3,"[34, 77, 19]"
1509,26524,18.67565,4,"[34, 77, 35, 10]"
1510,26544,24.392359,5,"[34, 77, 27, 54, 3]"
1511,26556,20.421371,3,"[34, 78, 5]"
1512,26572,24.916819,4,"[34, 78, 55, 2]"
1513,26592,18.908713,5,"[34, 78, 12, 21, 11]"
1514,26616,20.478147,6,"[20, 17, 77, 2, 14, 13]"
1515,26628,20.153943,3,"[34, 78, 18]"
1516,26644,25.381559,4,"[34, 77, 67, 4]"
1517,26664,29.817403,5,"[34, 77, 4, 26, 67]"
1518,26676,20.421371,3,"[34, 78, 5]"
1519,26692,24.905538,4,"[34, 77, 55, 3]"
1520,26716,26.018261,6,"[7, 4, 23, 78, 67, 3]"
1521,26736,18.821886,5,"[34, 78, 2, 30, 12]"
1522,26756,15.274926,5,"[34, 77, 30, 44, 10]"
1523,26768,20.153943,3,"[34, 78, 18]"
1524,26788,28.42706,5,"[34, 78, 23, 70, 3]"
1525,26800,25.125088,3,"[34, 77, 58]"
1526,26816,24.966254,4,"[34, 77, 56, 2]"
1527,26832,18.537431,4,"[34, 78, 9, 35]"
1528,26840,8.360667,2,"[34, 70]"
1529,26852,20.153943,3,"[34, 78, 18]"
1530,26860,8.360667,2,"[34, 70]"
1531,26876,24.905538,4,"[34, 77, 55, 3]"
1532,26888,20.153943,3,"[34, 78, 18]"
1533,26908,24.195869,5,"[34, 77, 26, 54, 4]"
1534,26920,23.318299,3,"[34, 76, 59]"
1535,26932,6.380237,3,"[34, 67, 3]"
1536,26944,20.153943,3,"[34, 78, 18]"
1537,26964,29.369701,5,"[34, 77, 26, 70, 1]"
1538,26996,28.408196,8,"[67, 14, 4, 78, 10, 5, 2, 28]"
1539,27008,20.318462,3,"[34, 77, 6]"
1540,27024,25.691591,4,"[34, 77, 68, 3]"
1541,27040,25.710652,4,"[34, 78, 62, 8]"
1542,27056,18.723945,4,"[34, 78, 30, 14]"
1543,27072,24.916819,4,"[34, 78, 55, 2]"
1544,27088,24.799306,4,"[34, 77, 54, 4]"
1545,27116,20.125334,7,"[7, 26, 78, 3, 3, 17, 9]"
1546,27128,20.421371,3,"[34, 78, 5]"
1547,27140,20.421371,3,"[34, 78, 5]"
1548,27152,20.421371,3,"[34, 78, 5]"
1549,27164,20.421371,3,"[34, 78, 5]"
1550,27180,19.845707,4,"[34, 78, 16, 15]"
1551,27196,24.916819,4,"[34, 78, 55, 2]"
1552,27220,19.991836,6,"[30, 4, 78, 4, 16, 11]"
1553,27228,8.360667,2,"[34, 70]"
1554,27236,8.360667,2,"[34, 70]"
1555,27252,19.686582,4,"[34, 77, 30, 2]"
1556,27264,20.421371,3,"[34, 78, 5]"
1557,27288,23.099178,6,"[7, 26, 77, 67, 16, 15]"
1558,27308,24.801847,5,"[34, 78, 26, 55, 2]"
1559,27320,20.153943,3,"[34, 78, 18]"
1560,27336,19.805009,4,"[34, 78, 28, 3]"
1561,27344,8.360667,2,"[34, 70]"
1562,27352,8.360667,2,"[34, 70]"
1563,27364,20.318462,3,"[34, 77, 6]"
1564,27384,20.194767,5,"[26, 4, 4, 77, 19]"
1565,27396,20.421371,3,"[34, 78, 5]"
1566,27420,23.622346,6,"[34, 78, 55, 5, 28, 8]"
1567,27440,24.619856,5,"[34, 77, 15, 55, 1]"
1568,27452,20.042064,3,"[34, 77, 19]"
1569,27464,20.153943,3,"[34, 78, 18]"
1570,27480,30.05676,4,"[34, 78, 26, 70]"
1571,27496,22.989859,4,"[34, 76, 54, 5]"
1572,27512,25.664071,4,"[34, 77, 64, 7]"
1573,27524,8.447493,3,"[9, 27, 68]"
1574,27536,18.248631,3,"[34, 78, 44]"
1575,27548,20.421371,3,"[34, 78, 5]"
1576,27572,27.752743,6,"[34, 78, 9, 22, 60, 5]"
1577,27592,7.887818,5,"[25, 4, 4, 70, 1]"
1578,27604,20.042064,3,"[34, 77, 19]"
1579,27620,19.758015,4,"[34, 77, 7, 25]"
1580,27628,8.360667,2,"[34, 70]"
1581,27644,25.664071,4,"[34, 77, 64, 7]"
1582,27664,19.274419,5,"[9, 27, 77, 32, 11]"
1583,27676,20.153943,3,"[34, 78, 18]"
1584,27684,8.360667,2,"[34, 70]"
1585,27700,14.773147,4,"[67, 16, 70, 3]"
1586,27720,1.127279,5,"[7, 57, 15, 20, 18]"
1587,27736,24.916819,4,"[34, 78, 55, 2]"
1588,27752,19.856436,4,"[34, 78, 5, 26]"
1589,27772,24.758084,5,"[34, 77, 63, 23, 11]"
1590,27792,18.851797,5,"[34, 78, 2, 31, 11]"
1591,27804,20.042064,3,"[34, 77, 19]"
1592,27828,19.799421,6,"[34, 77, 1, 2, 10, 19]"
1593,27844,27.735489,4,"[62, 23, 78, 6]"
1594,27856,20.153943,3,"[34, 78, 18]"
1595,27880,28.700368,6,"[34, 77, 5, 27, 64, 1]"
1596,27888,8.360667,2,"[34, 70]"
1597,27908,18.893255,5,"[34, 78, 2, 33, 9]"
1598,27924,25.691591,4,"[34, 77, 68, 3]"
1599,27940,25.629498,4,"[34, 78, 61, 9]"
1600,27956,25.20556,4,"[34, 78, 76, 7]"
1601,27988,24.279937,8,"[72, 4, 4, 4, 78, 2, 28, 16]"
1602,28012,18.616554,6,"[26, 4, 4, 77, 23, 22]"
1603,28028,7.389501,4,"[34, 4, 64, 2]"
1604,28044,6.702916,4,"[7, 23, 70, 4]"
1605,28056,20.318462,3,"[34, 77, 6]"
1606,28080,24.568828,6,"[34, 78, 9, 10, 58, 6]"
1607,28088,8.360667,2,"[34, 70]"
1608,28100,20.153943,3,"[34, 78, 18]"
1609,28108,8.360667,2,"[34, 70]"
1610,28124,19.739226,4,"[34, 77, 16, 16]"
1611,28140,24.856898,4,"[34, 78, 54, 3]"
1612,28156,16.612525,4,"[34, 77, 52, 6]"
1613,28176,28.42706,5,"[34, 78, 23, 70, 3]"
1614,28192,25.332121,4,"[34, 78, 66, 4]"
1615,28208,25.332121,4,"[34, 78, 66, 4]"
1616,28224,1.812646,4,"[8, 27, 59, 23]"
1617,28244,25.947653,5,"[7, 27, 78, 67, 3]"
1618,28268,19.858631,6,"[25, 4, 4, 78, 26, 6]"
1619,28284,18.499957,4,"[34, 77, 28, 17]"
1620,28300,30.158909,4,"[37, 77, 27, 67]"
1621,28320,18.635531,5,"[34, 78, 17, 6, 21]"
1622,28336,18.766472,4,"[34, 78, 32, 12]"
1623,28352,24.075802,4,"[34, 78, 72, 24]"
1624,28360,8.360667,2,"[34, 70]"
1625,28372,25.125088,3,"[34, 77, 58]"
1626,28384,25.45089,3,"[34, 78, 70]"
1627,28420,12.556891,9,"[30, 77, 67, 2, 1, 1, 2, 11, 17]"
1628,28436,25.772601,4,"[34, 78, 68, 2]"
1629,28452,22.989859,4,"[34, 76, 54, 5]"
1630,28468,29.262938,4,"[67, 22, 78, 2]"
1631,28484,18.67565,4,"[34, 77, 35, 10]"
1632,28508,19.905727,6,"[34, 78, 2, 2, 16, 11]"
1633,28524,24.871589,4,"[34, 78, 56, 1]"
1634,28532,8.360667,2,"[34, 70]"
1635,28548,19.853838,4,"[34, 78, 9, 22]"
1636,28564,24.871589,4,"[34, 78, 56, 1]"
1637,28576,20.421371,3,"[34, 78, 5]"
1638,28592,15.17871,4,"[67, 23, 64, 2]"
1639,28608,18.761596,4,"[34, 78, 31, 13]"
1640,28636,18.308189,7,"[7, 21, 4, 78, 5, 12, 16]"
1641,28656,19.87103,5,"[34, 78, 2, 14, 15]"
1642,28680,27.701695,6,"[34, 77, 5, 27, 62, 3]"
1643,28696,25.118909,4,"[5, 26, 78, 60]"
1644,28708,20.421371,3,"[34, 78, 5]"
1645,28716,8.360667,2,"[34, 70]"
1646,28728,20.153943,3,"[34, 78, 18]"
1647,28740,20.153943,3,"[34, 78, 18]"
1648,28756,25.664071,4,"[34, 77, 64, 7]"
1649,28772,20.134935,4,"[37, 77, 15, 14]"
1650,28792,27.594347,5,"[30, 78, 26, 70, 4]"
1651,28812,18.745458,5,"[34, 77, 4, 29, 12]"
1652,28832,25.20442,5,"[34, 78, 5, 23, 55]"
1653,28856,27.697387,6,"[74, 4, 4, 4, 78, 5]"
1654,28864,8.360667,2,"[34, 70]"
1655,28876,20.421371,3,"[34, 78, 5]"
1656,28888,20.153943,3,"[34, 78, 18]"
1657,28904,17.551211,4,"[40, 76, 28, 12]"
1658,28924,18.662983,5,"[34, 78, 10, 14, 20]"
1659,28952,16.712177,7,"[34, 78, 5, 27, 5, 38, 8]"
1660,28964,20.421371,3,"[34, 78, 5]"
1661,28984,24.912015,5,"[34, 78, 27, 55, 1]"
1662,29000,25.691591,4,"[34, 77, 68, 3]"
1663,29020,19.869855,5,"[34, 78, 2, 15, 14]"
1664,29040,25.032805,5,"[34, 78, 15, 66, 2]"
1665,29052,25.45089,3,"[34, 78, 70]"
1666,29068,19.854207,4,"[34, 78, 8, 23]"
1667,29088,24.912015,5,"[34, 78, 27, 55, 1]"
1668,29100,20.421371,3,"[34, 78, 5]"
1669,29120,28.34089,5,"[34, 78, 27, 64, 5]"
1670,29140,26.612238,5,"[74, 15, 78, 3, 25]"
1671,29156,25.710652,4,"[34, 78, 62, 8]"
1672,29172,19.752932,4,"[34, 77, 13, 19]"
1673,29204,24.562851,8,"[23, 3, 4, 4, 77, 14, 66, 4]"
1674,29216,25.45089,3,"[34, 78, 70]"
1675,29232,20.249109,4,"[30, 4, 78, 18]"
1676,29248,18.815233,4,"[34, 78, 36, 8]"
1677,29260,20.421371,3,"[34, 78, 5]"
1678,29280,6.689668,5,"[23, 4, 4, 70, 3]"
1679,29304,29.003776,6,"[37, 78, 5, 22, 64, 2]"
1680,29332,27.526513,7,"[34, 76, 19, 4, 4, 70, 1]"
1681,29344,2.374448,3,"[74, 20, 23]"
1682,29352,7.437736,2,"[40, 64]"
1683,29372,24.690202,5,"[34, 77, 27, 55, 2]"
1684,29388,18.52884,4,"[5, 27, 78, 20]"
1685,29408,17.597307,5,"[39, 78, 2, 14, 23]"
1686,29424,25.504602,4,"[34, 77, 70, 1]"
1687,29440,19.822992,4,"[34, 78, 24, 7]"
1688,29460,17.520585,5,"[34, 78, 25, 24, 8]"
1689,29480,25.998065,5,"[74, 16, 78, 11, 16]"
1690,29492,20.062745,3,"[33, 78, 19]"
1691,29512,28.34089,5,"[34, 78, 27, 64, 5]"
1692,29528,18.761596,4,"[34, 78, 31, 13]"
1693,29548,19.894774,5,"[34, 78, 4, 6, 21]"
1694,29564,16.703093,4,"[34, 78, 52, 5]"
1695,29588,27.944743,6,"[67, 22, 78, 2, 24, 15]"
1696,29612,18.9208,6,"[34, 78, 7, 2, 24, 11]"
1697,29620,7.437736,2,"[40, 64]"
1698,29636,18.726465,4,"[39, 77, 2, 25]"
1699,29656,26.5436,5,"[61, 27, 78, 23, 19]"
1700,29664,8.360667,2,"[34, 70]"
1701,29680,26.231269,4,"[34, 78, 59, 11]"
1702,29696,19.856687,4,"[34, 78, 11, 20]"
1703,29708,8.95595,3,"[60, 23, 60]"
1704,29728,20.420118,5,"[5, 5, 23, 78, 19]"
1705,29748,23.794686,5,"[40, 77, 22, 55, 1]"
1706,29764,19.680714,4,"[37, 78, 12, 16]"
1707,29776,20.421371,3,"[34, 78, 5]"
1708,29788,20.421371,3,"[34, 78, 5]"
1709,29800,20.421371,3,"[34, 78, 5]"
1710,29820,25.132351,5,"[37, 76, 5, 22, 55]"
1711,29828,19.370967,2,"[39, 78]"
1712,29856,18.508702,7,"[37, 78, 2, 3, 2, 14, 20]"
1713,29876,18.810377,5,"[34, 77, 5, 30, 10]"
1714,29892,3.934402,4,"[39, 74, 23, 7]"
1715,29908,18.670707,4,"[34, 78, 29, 15]"
1716,29924,18.69965,4,"[40, 77, 15, 11]"
1717,29936,20.153943,3,"[34, 78, 18]"
1718,29952,25.640309,4,"[34, 78, 67, 3]"
1719,29976,19.996387,6,"[30, 4, 78, 5, 17, 9]"
1720,29988,20.228339,3,"[37, 78, 2]"
1721,30004,22.989859,4,"[34, 76, 54, 5]"
1722,30020,19.784156,4,"[34, 78, 30, 1]"
1723,30044,18.720172,6,"[34, 78, 3, 3, 21, 17]"
1724,30056,18.248631,3,"[34, 78, 44]"
1725,30064,8.360667,2,"[34, 70]"
1726,30080,18.797808,4,"[34, 78, 37, 7]"
1727,30116,17.12469,9,"[5, 34, 77, 6, 11, 1, 3, 12, 20]"
1728,30136,29.413272,5,"[34, 78, 27, 68, 1]"
1729,30148,20.153943,3,"[34, 78, 18]"
1730,30168,18.657651,5,"[34, 78, 12, 12, 20]"
1731,30184,16.392118,4,"[37, 78, 2, 52]"
1732,30196,20.421371,3,"[34, 78, 5]"
1733,30216,27.940647,5,"[67, 22, 78, 29, 12]"
1734,30236,29.328049,5,"[37, 78, 22, 70, 1]"
1735,30252,13.213484,4,"[58, 27, 70, 1]"
1736,30264,9.343214,3,"[72, 55, 3]"
1737,30280,24.916819,4,"[34, 78, 55, 2]"
1738,30296,8.51337,4,"[26, 4, 4, 70]"
1739,30308,20.421371,3,"[34, 78, 5]"
1740,30320,24.107942,3,"[40, 78, 64]"
1741,30332,20.421371,3,"[34, 78, 5]"
1742,30348,24.916819,4,"[34, 78, 55, 2]"
1743,30364,15.17871,4,"[67, 23, 64, 2]"
1744,30380,19.784156,4,"[34, 78, 30, 1]"
1745,30392,11.394942,3,"[67, 62, 1]"
1746,30412,24.912015,5,"[34, 78, 27, 55, 1]"
1747,30428,6.628358,4,"[5, 27, 68, 4]"
1748,30444,19.864457,4,"[34, 78, 6, 25]"
1749,30456,24.65107,3,"[37, 78, 54]"
1750,30472,25.712272,4,"[33, 78, 68, 3]"
1751,30488,24.856898,4,"[34, 78, 54, 3]"
1752,30496,8.360667,2,"[34, 70]"
1753,30512,19.855533,4,"[34, 78, 10, 21]"
1754,30528,25.710652,4,"[34, 78, 62, 8]"
1755,30544,25.332121,4,"[34, 78, 66, 4]"
1756,30560,16.392118,4,"[37, 78, 2, 52]"
1757,30572,20.153943,3,"[34, 78, 18]"
1758,30588,18.823156,4,"[34, 78, 35, 9]"
1759,30600,18.063975,3,"[34, 77, 45]"
1760,30608,8.360667,2,"[34, 70]"
1761,30624,26.240372,4,"[34, 78, 60, 10]"
1762,30640,26.240372,4,"[34, 78, 60, 10]"
1763,30656,18.195149,4,"[34, 77, 44, 1]"
1764,30668,4.646403,3,"[67, 32, 18]"
1765,30684,29.853575,4,"[34, 78, 28, 68]"
1766,30696,20.153943,3,"[34, 78, 18]"
1767,30708,20.153943,3,"[34, 78, 18]"
1768,30724,16.428178,4,"[37, 78, 52, 2]"
1769,30740,19.83073,4,"[34, 78, 3, 28]"
1770,30760,24.839153,5,"[34, 78, 23, 58, 2]"
1771,30780,29.502838,5,"[34, 78, 27, 67, 2]"
1772,30796,19.064782,4,"[37, 77, 37, 5]"
1773,30812,18.665754,4,"[33, 78, 33, 12]"
1774,30824,20.153943,3,"[34, 78, 18]"
1775,30844,29.869476,5,"[37, 77, 22, 70, 2]"
1776,30856,20.153943,3,"[34, 78, 18]"
1777,30872,19.864457,4,"[34, 78, 6, 25]"
1778,30880,8.360667,2,"[34, 70]"
1779,30900,30.561515,5,"[8, 27, 78, 27, 68]"
1780,30920,25.886685,5,"[76, 15, 78, 27, 12]"
1781,30936,24.926219,4,"[33, 78, 55, 3]"
1782,30952,18.566751,4,"[34, 78, 21, 23]"
1783,30964,20.228339,3,"[37, 78, 2]"
1784,30980,18.645073,4,"[34, 77, 33, 12]"
1785,30992,20.153943,3,"[34, 78, 18]"
1786,31012,19.818993,5,"[33, 78, 6, 17, 9]"
1787,31032,18.869153,5,"[34, 77, 13, 24, 8]"
1788,31048,24.856898,4,"[34, 78, 54, 3]"
1789,31060,25.45089,3,"[34, 78, 70]"
1790,31072,20.318462,3,"[34, 77, 6]"
1791,31088,18.696331,4,"[33, 78, 35, 10]"
1792,31100,7.75418,3,"[33, 70, 1]"
1793,31112,6.016681,3,"[37, 64, 3]"
1794,31124,25.166477,3,"[37, 77, 55]"
1795,31136,25.008217,3,"[37, 78, 67]"
1796,31156,24.650151,5,"[37, 78, 23, 55, 2]"
1797,31172,24.916819,4,"[34, 78, 55, 2]"
1798,31196,29.512632,6,"[34, 78, 21, 4, 70, 1]"
1799,31212,18.794249,4,"[34, 78, 33, 11]"
1800,31232,28.34089,5,"[34, 78, 27, 64, 5]"
1801,31248,25.684752,4,"[33, 78, 64, 7]"
1802,31260,9.504981,3,"[61, 55, 1]"
1803,31276,18.794249,4,"[34, 78, 33, 11]"
1804,31288,20.339144,3,"[33, 78, 6]"
1805,31304,18.597232,4,"[34, 78, 23, 21]"
1806,31316,20.075568,3,"[37, 76, 17]"
1807,31340,24.782779,6,"[37, 78, 2, 1, 60, 4]"
1808,31356,19.757727,4,"[33, 78, 17, 15]"
1809,31372,24.872943,4,"[34, 78, 71, 12]"
1810,31388,25.448028,4,"[34, 78, 64, 6]"
1811,31400,7.689344,3,"[34, 68, 2]"
1812,31412,7.75418,3,"[33, 70, 1]"
1813,31428,18.372103,4,"[34, 78, 43, 1]"
1814,31444,25.448028,4,"[34, 78, 64, 6]"
1815,31460,18.723945,4,"[34, 78, 30, 14]"
1816,31472,20.062745,3,"[33, 78, 19]"
1817,31484,24.107942,3,"[40, 78, 64]"
1818,31496,18.084656,3,"[33, 78, 45]"
1819,31508,24.65107,3,"[37, 78, 54]"
1820,31528,28.34089,5,"[34, 78, 27, 64, 5]"
1821,31544,19.812086,4,"[34, 78, 26, 5]"
1822,31564,18.873821,5,"[34, 78, 3, 30, 11]"
1823,31584,15.296725,5,"[37, 78, 23, 43, 14]"
1824,31600,25.684752,4,"[33, 78, 64, 7]"
1825,31612,20.153943,3,"[34, 78, 18]"
1826,31620,8.360667,2,"[34, 70]"
1827,31628,8.360667,2,"[34, 70]"
1828,31644,25.274016,4,"[34, 78, 67, 16]"
1829,31664,20.152843,5,"[37, 77, 2, 23, 4]"
1830,31688,29.512632,6,"[34, 78, 21, 4, 70, 1]"
1831,31704,24.916819,4,"[34, 78, 55, 2]"
1832,31720,29.965797,4,"[33, 78, 27, 70]"
1833,31732,20.339144,3,"[33, 78, 6]"
1834,31752,24.912015,5,"[34, 78, 27, 55, 1]"
1835,31772,28.42706,5,"[34, 78, 23, 70, 3]"
1836,31780,8.360667,2,"[34, 70]"
1837,31800,24.954023,5,"[33, 78, 23, 60, 1]"
1838,31824,19.812865,6,"[34, 77, 4, 2, 8, 18]"
1839,31840,25.332121,4,"[34, 78, 66, 4]"
1840,31852,20.421371,3,"[34, 78, 5]"
1841,31864,20.228339,3,"[37, 78, 2]"
1842,31876,19.989714,3,"[37, 78, 15]"
1843,31892,24.916819,4,"[34, 78, 55, 2]"
1844,31904,20.421371,3,"[34, 78, 5]"
1845,31916,6.016681,3,"[37, 64, 3]"
1846,31924,8.360667,2,"[34, 70]"
1847,31932,8.360667,2,"[34, 70]"
1848,31948,26.240372,4,"[34, 78, 60, 10]"
1849,31968,19.702394,5,"[37, 78, 2, 10, 16]"
1850,31976,8.360667,2,"[34, 70]"
1851,31992,18.598614,4,"[34, 78, 24, 20]"
1852,32008,19.798254,4,"[34, 78, 29, 2]"
1853,32024,25.448028,4,"[34, 78, 64, 6]"
1854,32048,29.133617,6,"[34, 78, 26, 4, 64, 2]"
1855,32076,16.682111,7,"[34, 78, 2, 27, 24, 6, 24]"
1856,32092,25.027491,4,"[37, 78, 66, 1]"
1857,32108,19.798254,4,"[34, 78, 29, 2]"
1858,32128,29.413272,5,"[34, 78, 27, 68, 1]"
1859,32144,18.670707,4,"[34, 78, 29, 15]"
1860,32164,24.403132,5,"[34, 78, 21, 58, 4]"
1861,32184,25.440711,5,"[34, 78, 2, 21, 60]"
1862,32204,18.77938,5,"[37, 78, 5, 29, 7]"
1863,32224,19.792517,5,"[34, 77, 6, 10, 16]"
1864,32248,17.13145,6,"[34, 78, 7, 18, 29, 3]"
1865,32264,25.448028,4,"[34, 78, 64, 6]"
1866,32280,19.849274,4,"[34, 78, 13, 18]"
1867,32292,20.318462,3,"[34, 77, 6]"
1868,32312,18.623668,5,"[34, 78, 7, 12, 25]"
1869,32320,8.360667,2,"[34, 70]"
1870,32332,20.421371,3,"[34, 78, 5]"
1871,32344,20.062745,3,"[33, 78, 19]"
1872,32360,25.027491,4,"[37, 78, 66, 1]"
1873,32376,25.402241,4,"[33, 78, 67, 4]"
1874,32388,20.421371,3,"[34, 78, 5]"
1875,32396,8.360667,2,"[34, 70]"
1876,32412,25.640309,4,"[34, 78, 67, 3]"
1877,32432,24.243919,5,"[34, 78, 27, 52, 4]"
1878,32452,24.912015,5,"[34, 78, 27, 55, 1]"
1879,32464,24.65107,3,"[37, 78, 54]"
1880,32480,25.274016,4,"[34, 78, 67, 16]"
1881,32500,24.40215,5,"[34, 78, 65, 11, 20]"
1882,32512,20.421371,3,"[34, 78, 5]"
1883,32528,24.856898,4,"[34, 78, 54, 3]"
1884,32548,28.673457,5,"[67, 22, 78, 3, 25]"
1885,32560,20.153943,3,"[34, 78, 18]"
1886,32576,18.461597,4,"[37, 78, 24, 17]"
1887,32588,7.689344,3,"[34, 68, 2]"
1888,32600,20.421371,3,"[34, 78, 5]"
1889,32620,24.393854,5,"[37, 78, 27, 52, 1]"
1890,32628,8.360667,2,"[34, 70]"
1891,32644,25.629225,4,"[34, 78, 65, 5]"
1892,32660,18.566751,4,"[34, 78, 21, 23]"
1893,32672,20.421371,3,"[34, 78, 5]"
1894,32692,29.043423,5,"[37, 78, 14, 15, 64]"
1895,32712,25.086757,5,"[34, 78, 21, 61, 1]"
1896,32732,18.852229,5,"[34, 78, 8, 23, 13]"
1897,32752,28.248642,5,"[34, 78, 28, 64, 4]"
1898,32768,29.905065,4,"[37, 78, 23, 70]"
1899,32784,20.461287,4,"[7, 27, 78, 18]"
1900,32804,19.621899,5,"[25, 3, 3, 78, 21]"
1901,32820,19.707263,4,"[33, 78, 30, 2]"
1902,32840,24.912015,5,"[34, 78, 27, 55, 1]"
1903,32856,16.29542,4,"[40, 77, 29, 23]"
1904,32868,19.989714,3,"[37, 78, 15]"
1905,32880,20.153943,3,"[34, 78, 18]"
1906,32892,20.421371,3,"[34, 78, 5]"
1907,32904,20.421371,3,"[34, 78, 5]"
1908,32920,25.772601,4,"[34, 78, 68, 2]"
1909,32932,18.892926,3,"[40, 78, 25]"
1910,32952,15.486755,5,"[40, 76, 4, 47, 2]"
1911,32968,24.623744,4,"[40, 78, 11, 66]"
1912,32980,19.237878,3,"[40, 78, 12]"
1913,32996,25.172254,4,"[37, 78, 62, 5]"
1914,33004,7.437736,2,"[40, 64]"
1915,33020,19.817799,4,"[34, 78, 25, 6]"
1916,33032,20.421371,3,"[34, 78, 5]"
1917,33048,20.14514,4,"[37, 77, 6, 23]"
1918,33060,7.75418,3,"[33, 70, 1]"
1919,33076,24.916819,4,"[34, 78, 55, 2]"
1920,33088,6.016681,3,"[37, 64, 3]"
1921,33108,23.745577,5,"[40, 78, 14, 60, 3]"
1922,33120,18.892926,3,"[40, 78, 25]"
1923,33136,19.66039,4,"[37, 78, 23, 5]"
1924,33152,24.972716,4,"[37, 77, 54, 1]"
1925,33164,20.153943,3,"[34, 78, 18]"
1926,33180,29.479198,4,"[67, 22, 77, 16]"
1927,33192,18.892926,3,"[40, 78, 25]"
1928,33208,24.856898,4,"[34, 78, 54, 3]"
1929,33220,20.153943,3,"[34, 78, 18]"
1930,33236,20.659198,4,"[19, 15, 78, 5]"
1931,33248,20.339144,3,"[33, 78, 6]"
1932,33268,21.066134,5,"[7, 14, 15, 78, 16]"
1933,33284,24.916819,4,"[34, 78, 55, 2]"
1934,33304,24.759607,5,"[34, 78, 27, 54, 2]"
1935,33312,8.360667,2,"[34, 70]"
1936,33324,6.016681,3,"[37, 64, 3]"
1937,33352,16.627713,7,"[40, 77, 15, 3, 4, 20, 10]"
1938,33372,18.90993,5,"[34, 78, 4, 30, 10]"
1939,33392,24.283311,5,"[34, 78, 26, 53, 4]"
1940,33412,19.756916,5,"[33, 78, 1, 24, 7]"
1941,33420,19.21962,2,"[40, 77]"
1942,33432,20.153943,3,"[34, 78, 18]"
1943,33444,19.989714,3,"[37, 78, 15]"
1944,33456,24.65107,3,"[37, 78, 54]"
1945,33480,24.528724,6,"[34, 78, 67, 1, 12, 16]"
1946,33488,7.437736,2,"[40, 64]"
1947,33500,18.248631,3,"[34, 78, 44]"
1948,33520,25.033286,5,"[37, 77, 27, 53, 1]"
1949,33536,24.916819,4,"[34, 78, 55, 2]"
1950,33548,20.421371,3,"[34, 78, 5]"
1951,33556,19.21962,2,"[40, 77]"
1952,33576,28.34089,5,"[34, 78, 27, 64, 5]"
1953,33588,20.153943,3,"[34, 78, 18]"
1954,33604,25.640309,4,"[34, 78, 67, 3]"
1955,33632,28.440639,7,"[37, 78, 11, 4, 4, 70, 4]"
1956,33648,25.406988,4,"[34, 78, 23, 60]"
